film_id,title,actor_id,first_name_clean,last_name_clean,actor_full_name
606,"MUMMY CREATURES",17,helen,voight,"helen voight"
734,"ROAD ROXANNE",17,helen,voight,"helen voight"
770,"SCISSORHANDS SLUMS",17,helen,voight,"helen voight"
794,"SIDE ARK",17,helen,voight,"helen voight"
800,"SINNERS ATLANTIS",17,helen,voight,"helen voight"
853,"STRANGER STRANGERS",17,helen,voight,"helen voight"
873,"SWEETHEARTS SUSPECTS",17,helen,voight,"helen voight"
874,"TADPOLE PARK",17,helen,voight,"helen voight"
880,"TELEMARK HEARTBREAKERS",17,helen,voight,"helen voight"
948,"VOICE PEACH",17,helen,voight,"helen voight"
957,"WAR NOTTING",17,helen,voight,"helen voight"
959,"WARLOCK WEREWOLF",17,helen,voight,"helen voight"
44,"ATTACKS HATE",18,dan,torn,"dan torn"
84,"BOILED DARES",18,dan,torn,"dan torn"
144,"CHINATOWN GLADIATOR",18,dan,torn,"dan torn"
172,"CONEHEADS SMOOCHY",18,dan,torn,"dan torn"
268,"EARLY HOME",18,dan,torn,"dan torn"
279,"ELIZABETH SHANE",18,dan,torn,"dan torn"
280,"EMPIRE MALKOVICH",18,dan,torn,"dan torn"
321,"FLASH WARS",18,dan,torn,"dan torn"
386,"GUMP DATE",18,dan,torn,"dan torn"
460,"INNOCENT USUAL",18,dan,torn,"dan torn"
462,"INSIDER ARIZONA",18,dan,torn,"dan torn"
484,"JERK PAYCHECK",18,dan,torn,"dan torn"
536,"LOVELY JINGLE",18,dan,torn,"dan torn"
561,"MASK PEACH",18,dan,torn,"dan torn"
612,"MUSSOLINI SPOILERS",18,dan,torn,"dan torn"
717,"REAR TRADING",18,dan,torn,"dan torn"
808,"SLING LUKE",18,dan,torn,"dan torn"
842,"STATE WASTELAND",18,dan,torn,"dan torn"
863,"SUN CONFESSIONS",18,dan,torn,"dan torn"
883,"TEQUILA PAST",18,dan,torn,"dan torn"
917,"TUXEDO MILE",18,dan,torn,"dan torn"
944,"VIRGIN DAISY",18,dan,torn,"dan torn"
2,"ACE GOLDFINGER",19,bob,fawcett,"bob fawcett"
3,"ADAPTATION HOLES",19,bob,fawcett,"bob fawcett"
144,"CHINATOWN GLADIATOR",19,bob,fawcett,"bob fawcett"
152,"CIRCUS YOUTH",19,bob,fawcett,"bob fawcett"
182,"CONTROL ANTHEM",19,bob,fawcett,"bob fawcett"
208,"DARES PLUTO",19,bob,fawcett,"bob fawcett"
212,"DARN FORRESTER",19,bob,fawcett,"bob fawcett"
217,"DAZED PUNK",19,bob,fawcett,"bob fawcett"
266,"DYNAMITE TARZAN",19,bob,fawcett,"bob fawcett"
404,"HATE HANDICAP",19,bob,fawcett,"bob fawcett"
428,"HOMICIDE PEACH",19,bob,fawcett,"bob fawcett"
473,"JACKET FRISCO",19,bob,fawcett,"bob fawcett"
490,"JUMANJI BLADE",19,bob,fawcett,"bob fawcett"
510,"LAWLESS VISION",19,bob,fawcett,"bob fawcett"
513,"LEATHERNECKS DWARFS",19,bob,fawcett,"bob fawcett"
644,"OSCAR GOLD",19,bob,fawcett,"bob fawcett"
670,"PELICAN COMFORTS",19,bob,fawcett,"bob fawcett"
673,"PERSONAL LADYBUGS",19,bob,fawcett,"bob fawcett"
711,"RAGING AIRPLANE",19,bob,fawcett,"bob fawcett"
750,"RUN PACIFIC",19,bob,fawcett,"bob fawcett"
752,"RUNNER MADIGAN",19,bob,fawcett,"bob fawcett"
756,"SADDLE ANTITRUST",19,bob,fawcett,"bob fawcett"
771,"SCORPION APOLLO",19,bob,fawcett,"bob fawcett"
785,"SHAWSHANK BUBBLE",19,bob,fawcett,"bob fawcett"
877,"TAXI KICK",19,bob,fawcett,"bob fawcett"
1,"ACADEMY DINOSAUR",20,lucille,tracy,"lucille tracy"
54,"BANGER PINOCCHIO",20,lucille,tracy,"lucille tracy"
63,"BEDAZZLED MARRIED",20,lucille,tracy,"lucille tracy"
140,"CHEAPER CLYDE",20,lucille,tracy,"lucille tracy"
146,"CHITTY LOCK",20,lucille,tracy,"lucille tracy"
165,"COLDBLOODED DARLING",20,lucille,tracy,"lucille tracy"
231,"DINOSAUR SECRETARY",20,lucille,tracy,"lucille tracy"
243,"DOORS PRESIDENT",20,lucille,tracy,"lucille tracy"
269,"EARRING INSTINCT",20,lucille,tracy,"lucille tracy"
274,"EGG IGBY",20,lucille,tracy,"lucille tracy"
348,"GANDHI KWAI",20,lucille,tracy,"lucille tracy"
366,"GOLDFINGER SENSIBILITY",20,lucille,tracy,"lucille tracy"
445,"HYDE DOCTOR",20,lucille,tracy,"lucille tracy"
478,"JAWS HARRY",20,lucille,tracy,"lucille tracy"
492,"JUNGLE CLOSER",20,lucille,tracy,"lucille tracy"
499,"KING EVOLUTION",20,lucille,tracy,"lucille tracy"
527,"LOLA AGENT",20,lucille,tracy,"lucille tracy"
531,"LOSE INCH",20,lucille,tracy,"lucille tracy"
538,"LOVERBOY ATTACKS",20,lucille,tracy,"lucille tracy"
589,"MODERN DORADO",20,lucille,tracy,"lucille tracy"
643,"ORIENT CLOSER",20,lucille,tracy,"lucille tracy"
652,"PAJAMA JAWBREAKER",20,lucille,tracy,"lucille tracy"
663,"PATIENT SISTER",20,lucille,tracy,"lucille tracy"
714,"RANDOM GO",20,lucille,tracy,"lucille tracy"
717,"REAR TRADING",20,lucille,tracy,"lucille tracy"
757,"SAGEBRUSH CLUELESS",20,lucille,tracy,"lucille tracy"
784,"SHANGHAI TYCOON",20,lucille,tracy,"lucille tracy"
863,"SUN CONFESSIONS",20,lucille,tracy,"lucille tracy"
962,"WASTELAND DIVINE",20,lucille,tracy,"lucille tracy"
977,"WINDOW SIDE",20,lucille,tracy,"lucille tracy"
6,"AGENT TRUMAN",21,kirsten,paltrow,"kirsten paltrow"
87,"BOONDOCK BALLROOM",21,kirsten,paltrow,"kirsten paltrow"
88,"BORN SPINAL",21,kirsten,paltrow,"kirsten paltrow"
142,"CHICKEN HELLFIGHTERS",21,kirsten,paltrow,"kirsten paltrow"
159,"CLOSER BANG",21,kirsten,paltrow,"kirsten paltrow"
179,"CONQUERER NUTS",21,kirsten,paltrow,"kirsten paltrow"
253,"DRIFTER COMMANDMENTS",21,kirsten,paltrow,"kirsten paltrow"
281,"ENCINO ELF",21,kirsten,paltrow,"kirsten paltrow"
321,"FLASH WARS",21,kirsten,paltrow,"kirsten paltrow"
398,"HANOVER GALAXY",21,kirsten,paltrow,"kirsten paltrow"
426,"HOME PITY",21,kirsten,paltrow,"kirsten paltrow"
429,"HONEY TIES",21,kirsten,paltrow,"kirsten paltrow"
497,"KILL BROTHERHOOD",21,kirsten,paltrow,"kirsten paltrow"
507,"LADYBUGS ARMAGEDDON",21,kirsten,paltrow,"kirsten paltrow"
530,"LORD ARIZONA",21,kirsten,paltrow,"kirsten paltrow"
680,"PINOCCHIO SIMON",21,kirsten,paltrow,"kirsten paltrow"
686,"PLUTO OLEANDER",21,kirsten,paltrow,"kirsten paltrow"
700,"PRIX UNDEFEATED",21,kirsten,paltrow,"kirsten paltrow"
702,"PULP BEVERLY",21,kirsten,paltrow,"kirsten paltrow"
733,"RIVER OUTLAW",21,kirsten,paltrow,"kirsten paltrow"
734,"ROAD ROXANNE",21,kirsten,paltrow,"kirsten paltrow"
798,"SILVERADO GOLDFINGER",21,kirsten,paltrow,"kirsten paltrow"
804,"SLEEPING SUSPECTS",21,kirsten,paltrow,"kirsten paltrow"
887,"THIEF PELICAN",21,kirsten,paltrow,"kirsten paltrow"
893,"TITANS JERK",21,kirsten,paltrow,"kirsten paltrow"
920,"UNBREAKABLE KARATE",21,kirsten,paltrow,"kirsten paltrow"
983,"WON DARES",21,kirsten,paltrow,"kirsten paltrow"
9,"ALABAMA DEVIL",22,elvis,marx,"elvis marx"
23,"ANACONDA CONFESSIONS",22,elvis,marx,"elvis marx"
56,"BAREFOOT MANCHURIAN",22,elvis,marx,"elvis marx"
89,"BORROWERS BEDAZZLED",22,elvis,marx,"elvis marx"
111,"CADDYSHACK JEDI",22,elvis,marx,"elvis marx"
146,"CHITTY LOCK",22,elvis,marx,"elvis marx"
291,"EVOLUTION ALTER",22,elvis,marx,"elvis marx"
294,"EXPECATIONS NATURAL",22,elvis,marx,"elvis marx"
349,"GANGS PRIDE",22,elvis,marx,"elvis marx"
369,"GOODFELLAS SALUTE",22,elvis,marx,"elvis marx"
418,"HOBBIT ALIEN",22,elvis,marx,"elvis marx"
430,"HOOK CHARIOTS",22,elvis,marx,"elvis marx"
483,"JERICHO MULAN",22,elvis,marx,"elvis marx"
491,"JUMPING WRATH",22,elvis,marx,"elvis marx"
495,"KENTUCKIAN GIANT",22,elvis,marx,"elvis marx"
536,"LOVELY JINGLE",22,elvis,marx,"elvis marx"
600,"MOTIONS DETAILS",22,elvis,marx,"elvis marx"
634,"ODDS BOOGIE",22,elvis,marx,"elvis marx"
648,"OUTLAW HANKY",22,elvis,marx,"elvis marx"
688,"POLISH BROOKLYN",22,elvis,marx,"elvis marx"
731,"RIGHT CRANES",22,elvis,marx,"elvis marx"
742,"ROOF CHAMPION",22,elvis,marx,"elvis marx"
775,"SEATTLE EXPECATIONS",22,elvis,marx,"elvis marx"
802,"SKY MIRACLE",22,elvis,marx,"elvis marx"
912,"TROJAN TOMORROW",22,elvis,marx,"elvis marx"
964,"WATERFRONT DELIVERANCE",22,elvis,marx,"elvis marx"
6,"AGENT TRUMAN",23,sandra,kilmer,"sandra kilmer"
42,"ARTIST COLDBLOODED",23,sandra,kilmer,"sandra kilmer"
78,"BLACKOUT PRIVATE",23,sandra,kilmer,"sandra kilmer"
105,"BULL SHAWSHANK",23,sandra,kilmer,"sandra kilmer"
116,"CANDIDATE PERDITION",23,sandra,kilmer,"sandra kilmer"
117,"CANDLES GRAPES",23,sandra,kilmer,"sandra kilmer"
125,"CASSIDY WYOMING",23,sandra,kilmer,"sandra kilmer"
212,"DARN FORRESTER",23,sandra,kilmer,"sandra kilmer"
226,"DESTINY SATURDAY",23,sandra,kilmer,"sandra kilmer"
235,"DIVIDE MONSTER",23,sandra,kilmer,"sandra kilmer"
254,"DRIVER ANNIE",23,sandra,kilmer,"sandra kilmer"
367,"GOLDMINE TYCOON",23,sandra,kilmer,"sandra kilmer"
370,"GORGEOUS BINGO",23,sandra,kilmer,"sandra kilmer"
414,"HELLFIGHTERS SIERRA",23,sandra,kilmer,"sandra kilmer"
419,"HOCUS FRIDA",23,sandra,kilmer,"sandra kilmer"
435,"HOTEL HAPPINESS",23,sandra,kilmer,"sandra kilmer"
449,"IDENTITY LOVER",23,sandra,kilmer,"sandra kilmer"
491,"JUMPING WRATH",23,sandra,kilmer,"sandra kilmer"
536,"LOVELY JINGLE",23,sandra,kilmer,"sandra kilmer"
549,"MAGNOLIA FORRESTER",23,sandra,kilmer,"sandra kilmer"
636,"OLEANDER CLUE",23,sandra,kilmer,"sandra kilmer"
649,"OZ LIAISONS",23,sandra,kilmer,"sandra kilmer"
673,"PERSONAL LADYBUGS",23,sandra,kilmer,"sandra kilmer"
691,"POSEIDON FOREVER",23,sandra,kilmer,"sandra kilmer"
766,"SAVANNAH TOWN",23,sandra,kilmer,"sandra kilmer"
782,"SHAKESPEARE SADDLE",23,sandra,kilmer,"sandra kilmer"
804,"SLEEPING SUSPECTS",23,sandra,kilmer,"sandra kilmer"
820,"SONS INTERVIEW",23,sandra,kilmer,"sandra kilmer"
826,"SPEED SUIT",23,sandra,kilmer,"sandra kilmer"
833,"SPLENDOR PATTON",23,sandra,kilmer,"sandra kilmer"
842,"STATE WASTELAND",23,sandra,kilmer,"sandra kilmer"
853,"STRANGER STRANGERS",23,sandra,kilmer,"sandra kilmer"
855,"STREAK RIDGEMONT",23,sandra,kilmer,"sandra kilmer"
856,"STREETCAR INTENTIONS",23,sandra,kilmer,"sandra kilmer"
935,"VANISHED GARDEN",23,sandra,kilmer,"sandra kilmer"
981,"WOLVES DESIRE",23,sandra,kilmer,"sandra kilmer"
997,"YOUTH KICK",23,sandra,kilmer,"sandra kilmer"
3,"ADAPTATION HOLES",24,cameron,streep,"cameron streep"
83,"BLUES INSTINCT",24,cameron,streep,"cameron streep"
112,"CALENDAR GUNFIGHT",24,cameron,streep,"cameron streep"
126,"CASUALTIES ENCINO",24,cameron,streep,"cameron streep"
148,"CHOCOLATE DUCK",24,cameron,streep,"cameron streep"
164,"COAST RAINBOW",24,cameron,streep,"cameron streep"
178,"CONNECTION MICROCOSMOS",24,cameron,streep,"cameron streep"
194,"CROW GREASE",24,cameron,streep,"cameron streep"
199,"CUPBOARD SINNERS",24,cameron,streep,"cameron streep"
242,"DOOM DANCING",24,cameron,streep,"cameron streep"
256,"DROP WATERFRONT",24,cameron,streep,"cameron streep"
277,"ELEPHANT TROJAN",24,cameron,streep,"cameron streep"
335,"FREEDOM CLEOPATRA",24,cameron,streep,"cameron streep"
405,"HAUNTED ANTITRUST",24,cameron,streep,"cameron streep"
463,"INSTINCT AIRPORT",24,cameron,streep,"cameron streep"
515,"LEGALLY SECRETARY",24,cameron,streep,"cameron streep"
585,"MOB DUFFEL",24,cameron,streep,"cameron streep"
603,"MOVIE SHAKESPEARE",24,cameron,streep,"cameron streep"
653,"PANIC CLUB",24,cameron,streep,"cameron streep"
704,"PURE RUNNER",24,cameron,streep,"cameron streep"
781,"SEVEN SWARM",24,cameron,streep,"cameron streep"
829,"SPINAL ROCKY",24,cameron,streep,"cameron streep"
832,"SPLASH GUMP",24,cameron,streep,"cameron streep"
969,"WEST LION",24,cameron,streep,"cameron streep"
21,"AMERICAN CIRCUS",25,kevin,bloom,"kevin bloom"
86,"BOOGIE AMELIE",25,kevin,bloom,"kevin bloom"
153,"CITIZEN SHREK",25,kevin,bloom,"kevin bloom"
179,"CONQUERER NUTS",25,kevin,bloom,"kevin bloom"
204,"DALMATIONS SWEDEN",25,kevin,bloom,"kevin bloom"
213,"DATE SPEED",25,kevin,bloom,"kevin bloom"
226,"DESTINY SATURDAY",25,kevin,bloom,"kevin bloom"
245,"DOUBLE WRATH",25,kevin,bloom,"kevin bloom"
311,"FICTION CHRISTMAS",25,kevin,bloom,"kevin bloom"
404,"HATE HANDICAP",25,kevin,bloom,"kevin bloom"
411,"HEAVENLY GUN",25,kevin,bloom,"kevin bloom"
420,"HOLES BRANNIGAN",25,kevin,bloom,"kevin bloom"
538,"LOVERBOY ATTACKS",25,kevin,bloom,"kevin bloom"
564,"MASSAGE IMAGE",25,kevin,bloom,"kevin bloom"
583,"MISSION ZOOLANDER",25,kevin,bloom,"kevin bloom"
606,"MUMMY CREATURES",25,kevin,bloom,"kevin bloom"
688,"POLISH BROOKLYN",25,kevin,bloom,"kevin bloom"
697,"PRIMARY GLASS",25,kevin,bloom,"kevin bloom"
755,"SABRINA MIDNIGHT",25,kevin,bloom,"kevin bloom"
871,"SWEDEN SHINING",25,kevin,bloom,"kevin bloom"
914,"TROUBLE DATE",25,kevin,bloom,"kevin bloom"
9,"ALABAMA DEVIL",26,rip,crawford,"rip crawford"
21,"AMERICAN CIRCUS",26,rip,crawford,"rip crawford"
34,"ARABIA DOGMA",26,rip,crawford,"rip crawford"
90,"BOULEVARD MOB",26,rip,crawford,"rip crawford"
93,"BRANNIGAN SUNRISE",26,rip,crawford,"rip crawford"
103,"BUCKET BROTHERHOOD",26,rip,crawford,"rip crawford"
147,"CHOCOLAT HARRY",26,rip,crawford,"rip crawford"
186,"CRAFT OUTFIELD",26,rip,crawford,"rip crawford"
201,"CYCLONE FAMILY",26,rip,crawford,"rip crawford"
225,"DESTINATION JERK",26,rip,crawford,"rip crawford"
241,"DONNIE ALLEY",26,rip,crawford,"rip crawford"
327,"FOOL MOCKINGBIRD",26,rip,crawford,"rip crawford"
329,"FORREST SONS",26,rip,crawford,"rip crawford"
340,"FRONTIER CABIN",26,rip,crawford,"rip crawford"
345,"GABLES METROPOLIS",26,rip,crawford,"rip crawford"
390,"GUYS FALCON",26,rip,crawford,"rip crawford"
392,"HALL CASSIDY",26,rip,crawford,"rip crawford"
529,"LONELY ELEPHANT",26,rip,crawford,"rip crawford"
544,"MADISON TRAP",26,rip,crawford,"rip crawford"
564,"MASSAGE IMAGE",26,rip,crawford,"rip crawford"
635,"OKLAHOMA JUMANJI",26,rip,crawford,"rip crawford"
644,"OSCAR GOLD",26,rip,crawford,"rip crawford"
682,"PITTSBURGH HUNCHBACK",26,rip,crawford,"rip crawford"
688,"POLISH BROOKLYN",26,rip,crawford,"rip crawford"
715,"RANGE MOONWALKER",26,rip,crawford,"rip crawford"
732,"RINGS HEARTBREAKERS",26,rip,crawford,"rip crawford"
758,"SAINTS BRIDE",26,rip,crawford,"rip crawford"
764,"SATURDAY LAMBS",26,rip,crawford,"rip crawford"
795,"SIEGE MADRE",26,rip,crawford,"rip crawford"
821,"SORORITY QUEEN",26,rip,crawford,"rip crawford"
885,"TEXAS WATCH",26,rip,crawford,"rip crawford"
904,"TRAIN BUNCH",26,rip,crawford,"rip crawford"
906,"TRAMP OTHERS",26,rip,crawford,"rip crawford"
19,"AMADEUS HOLY",27,julia,mcqueen,"julia mcqueen"
34,"ARABIA DOGMA",27,julia,mcqueen,"julia mcqueen"
85,"BONNIE HOLOCAUST",27,julia,mcqueen,"julia mcqueen"
150,"CIDER DESIRE",27,julia,mcqueen,"julia mcqueen"
172,"CONEHEADS SMOOCHY",27,julia,mcqueen,"julia mcqueen"
273,"EFFECT GLADIATOR",27,julia,mcqueen,"julia mcqueen"
334,"FREDDY STORM",27,julia,mcqueen,"julia mcqueen"
347,"GAMES BOWFINGER",27,julia,mcqueen,"julia mcqueen"
359,"GLADIATOR WESTWARD",27,julia,mcqueen,"julia mcqueen"
398,"HANOVER GALAXY",27,julia,mcqueen,"julia mcqueen"
415,"HIGH ENCINO",27,julia,mcqueen,"julia mcqueen"
462,"INSIDER ARIZONA",27,julia,mcqueen,"julia mcqueen"
477,"JAWBREAKER BROOKLYN",27,julia,mcqueen,"julia mcqueen"
500,"KISS GLORY",27,julia,mcqueen,"julia mcqueen"
503,"KRAMER CHOCOLATE",27,julia,mcqueen,"julia mcqueen"
540,"LUCKY FLYING",27,julia,mcqueen,"julia mcqueen"
586,"MOCKINGBIRD HOLLYWOOD",27,julia,mcqueen,"julia mcqueen"
593,"MONTEREY LABYRINTH",27,julia,mcqueen,"julia mcqueen"
637,"OPEN AFRICAN",27,julia,mcqueen,"julia mcqueen"
679,"PILOT HOOSIERS",27,julia,mcqueen,"julia mcqueen"
682,"PITTSBURGH HUNCHBACK",27,julia,mcqueen,"julia mcqueen"
695,"PRESIDENT BANG",27,julia,mcqueen,"julia mcqueen"
771,"SCORPION APOLLO",27,julia,mcqueen,"julia mcqueen"
805,"SLEEPLESS MONSOON",27,julia,mcqueen,"julia mcqueen"
830,"SPIRIT FLINTSTONES",27,julia,mcqueen,"julia mcqueen"
854,"STRANGERS GRAFFITI",27,julia,mcqueen,"julia mcqueen"
873,"SWEETHEARTS SUSPECTS",27,julia,mcqueen,"julia mcqueen"
880,"TELEMARK HEARTBREAKERS",27,julia,mcqueen,"julia mcqueen"
889,"TIES HUNGER",27,julia,mcqueen,"julia mcqueen"
904,"TRAIN BUNCH",27,julia,mcqueen,"julia mcqueen"
967,"WEEKEND PERSONAL",27,julia,mcqueen,"julia mcqueen"
986,"WONKA SEA",27,julia,mcqueen,"julia mcqueen"
996,"YOUNG LANGUAGE",27,julia,mcqueen,"julia mcqueen"
14,"ALICE FANTASIA",28,woody,hoffman,"woody hoffman"
43,"ATLANTIS CAUSE",28,woody,hoffman,"woody hoffman"
58,"BEACH HEARTBREAKERS",28,woody,hoffman,"woody hoffman"
74,"BIRCH ANTITRUST",28,woody,hoffman,"woody hoffman"
96,"BREAKING HOME",28,woody,hoffman,"woody hoffman"
107,"BUNCH MINDS",28,woody,hoffman,"woody hoffman"
259,"DUCK RACER",28,woody,hoffman,"woody hoffman"
263,"DURHAM PANKY",28,woody,hoffman,"woody hoffman"
287,"ENTRAPMENT SATISFACTION",28,woody,hoffman,"woody hoffman"
358,"GILMORE BOILED",28,woody,hoffman,"woody hoffman"
502,"KNOCK WARLOCK",28,woody,hoffman,"woody hoffman"
508,"LAMBS CINCINATTI",28,woody,hoffman,"woody hoffman"
532,"LOSER HUSTLER",28,woody,hoffman,"woody hoffman"
551,"MAIDEN HOME",28,woody,hoffman,"woody hoffman"
574,"MIDNIGHT WESTWARD",28,woody,hoffman,"woody hoffman"
597,"MOONWALKER FOOL",28,woody,hoffman,"woody hoffman"
619,"NEIGHBORS CHARADE",28,woody,hoffman,"woody hoffman"
625,"NONE SPIKING",28,woody,hoffman,"woody hoffman"
652,"PAJAMA JAWBREAKER",28,woody,hoffman,"woody hoffman"
679,"PILOT HOOSIERS",28,woody,hoffman,"woody hoffman"
743,"ROOM ROMAN",28,woody,hoffman,"woody hoffman"
790,"SHOOTIST SUPERFLY",28,woody,hoffman,"woody hoffman"
793,"SHRUNK DIVINE",28,woody,hoffman,"woody hoffman"
816,"SNOWMAN ROLLERCOASTER",28,woody,hoffman,"woody hoffman"
827,"SPICE SORORITY",28,woody,hoffman,"woody hoffman"
835,"SPY MILE",28,woody,hoffman,"woody hoffman"
879,"TELEGRAPH VOYAGE",28,woody,hoffman,"woody hoffman"
908,"TRAP GUYS",28,woody,hoffman,"woody hoffman"
953,"WAIT CIDER",28,woody,hoffman,"woody hoffman"
973,"WIFE TURN",28,woody,hoffman,"woody hoffman"
994,"WYOMING STORM",28,woody,hoffman,"woody hoffman"
10,"ALADDIN CALENDAR",29,alec,wayne,"alec wayne"
79,"BLADE POLISH",29,alec,wayne,"alec wayne"
105,"BULL SHAWSHANK",29,alec,wayne,"alec wayne"
110,"CABIN FLASH",29,alec,wayne,"alec wayne"
131,"CENTER DINOSAUR",29,alec,wayne,"alec wayne"
133,"CHAMBER ITALIAN",29,alec,wayne,"alec wayne"
172,"CONEHEADS SMOOCHY",29,alec,wayne,"alec wayne"
226,"DESTINY SATURDAY",29,alec,wayne,"alec wayne"
273,"EFFECT GLADIATOR",29,alec,wayne,"alec wayne"
282,"ENCOUNTERS CURTAIN",29,alec,wayne,"alec wayne"
296,"EXPRESS LONELY",29,alec,wayne,"alec wayne"
311,"FICTION CHRISTMAS",29,alec,wayne,"alec wayne"
335,"FREEDOM CLEOPATRA",29,alec,wayne,"alec wayne"
342,"FUGITIVE MAGUIRE",29,alec,wayne,"alec wayne"
436,"HOURS RAGE",29,alec,wayne,"alec wayne"
444,"HUSTLER PARTY",29,alec,wayne,"alec wayne"
449,"IDENTITY LOVER",29,alec,wayne,"alec wayne"
462,"INSIDER ARIZONA",29,alec,wayne,"alec wayne"
482,"JEOPARDY ENCINO",29,alec,wayne,"alec wayne"
488,"JOON NORTHWEST",29,alec,wayne,"alec wayne"
519,"LIBERTY MAGNIFICENT",29,alec,wayne,"alec wayne"
547,"MAGIC MALLRATS",29,alec,wayne,"alec wayne"
590,"MONEY HAROLD",29,alec,wayne,"alec wayne"
646,"OUTBREAK DIVINE",29,alec,wayne,"alec wayne"
723,"REIGN GENTLEMEN",29,alec,wayne,"alec wayne"
812,"SMOKING BARBARELLA",29,alec,wayne,"alec wayne"
862,"SUMMER SCARFACE",29,alec,wayne,"alec wayne"
928,"UPTOWN YOUNG",29,alec,wayne,"alec wayne"
944,"VIRGIN DAISY",29,alec,wayne,"alec wayne"
1,"ACADEMY DINOSAUR",30,sandra,peck,"sandra peck"
53,"BANG KWAI",30,sandra,peck,"sandra peck"
64,"BEETHOVEN EXORCIST",30,sandra,peck,"sandra peck"
69,"BEVERLY OUTLAW",30,sandra,peck,"sandra peck"
77,"BIRDS PERDITION",30,sandra,peck,"sandra peck"
87,"BOONDOCK BALLROOM",30,sandra,peck,"sandra peck"
260,"DUDE BLINDNESS",30,sandra,peck,"sandra peck"
262,"DUMBO LUST",30,sandra,peck,"sandra peck"
286,"ENOUGH RAGING",30,sandra,peck,"sandra peck"
292,"EXCITEMENT EVE",30,sandra,peck,"sandra peck"
301,"FAMILY SWEET",30,sandra,peck,"sandra peck"
318,"FIREHOUSE VIETNAM",30,sandra,peck,"sandra peck"
321,"FLASH WARS",30,sandra,peck,"sandra peck"
357,"GILBERT PELICAN",30,sandra,peck,"sandra peck"
565,"MATRIX SNOWMAN",30,sandra,peck,"sandra peck"
732,"RINGS HEARTBREAKERS",30,sandra,peck,"sandra peck"
797,"SILENCE KANE",30,sandra,peck,"sandra peck"
838,"STAGECOACH ARMAGEDDON",30,sandra,peck,"sandra peck"
945,"VIRGINIAN PLUTO",30,sandra,peck,"sandra peck"
88,"BORN SPINAL",31,sissy,sobieski,"sissy sobieski"
146,"CHITTY LOCK",31,sissy,sobieski,"sissy sobieski"
163,"CLYDE THEORY",31,sissy,sobieski,"sissy sobieski"
164,"COAST RAINBOW",31,sissy,sobieski,"sissy sobieski"
188,"CRAZY HOME",31,sissy,sobieski,"sissy sobieski"
299,"FACTORY DRAGON",31,sissy,sobieski,"sissy sobieski"
308,"FERRIS MOTHER",31,sissy,sobieski,"sissy sobieski"
368,"GONE TROUBLE",31,sissy,sobieski,"sissy sobieski"
380,"GREEK EVERYONE",31,sissy,sobieski,"sissy sobieski"
431,"HOOSIERS BIRDCAGE",31,sissy,sobieski,"sissy sobieski"
585,"MOB DUFFEL",31,sissy,sobieski,"sissy sobieski"
637,"OPEN AFRICAN",31,sissy,sobieski,"sissy sobieski"
700,"PRIX UNDEFEATED",31,sissy,sobieski,"sissy sobieski"
739,"ROCKY WAR",31,sissy,sobieski,"sissy sobieski"
793,"SHRUNK DIVINE",31,sissy,sobieski,"sissy sobieski"
802,"SKY MIRACLE",31,sissy,sobieski,"sissy sobieski"
880,"TELEMARK HEARTBREAKERS",31,sissy,sobieski,"sissy sobieski"
978,"WISDOM WORKER",31,sissy,sobieski,"sissy sobieski"
65,"BEHAVIOR RUNAWAY",32,tim,hackman,"tim hackman"
84,"BOILED DARES",32,tim,hackman,"tim hackman"
103,"BUCKET BROTHERHOOD",32,tim,hackman,"tim hackman"
112,"CALENDAR GUNFIGHT",32,tim,hackman,"tim hackman"
136,"CHAPLIN LICENSE",32,tim,hackman,"tim hackman"
197,"CRUSADE HONEY",32,tim,hackman,"tim hackman"
199,"CUPBOARD SINNERS",32,tim,hackman,"tim hackman"
219,"DEEP CRUSADE",32,tim,hackman,"tim hackman"
309,"FEUD FROGMEN",32,tim,hackman,"tim hackman"
312,"FIDDLER LOST",32,tim,hackman,"tim hackman"
401,"HAROLD FRENCH",32,tim,hackman,"tim hackman"
427,"HOMEWARD CIDER",32,tim,hackman,"tim hackman"
431,"HOOSIERS BIRDCAGE",32,tim,hackman,"tim hackman"
523,"LIGHTS DEER",32,tim,hackman,"tim hackman"
567,"MEET CHOCOLATE",32,tim,hackman,"tim hackman"
585,"MOB DUFFEL",32,tim,hackman,"tim hackman"
606,"MUMMY CREATURES",32,tim,hackman,"tim hackman"
651,"PACKER MADIGAN",32,tim,hackman,"tim hackman"
667,"PEACH INNOCENT",32,tim,hackman,"tim hackman"
669,"PEARL DESTINY",32,tim,hackman,"tim hackman"
815,"SNATCHERS MONTEZUMA",32,tim,hackman,"tim hackman"
928,"UPTOWN YOUNG",32,tim,hackman,"tim hackman"
980,"WIZARD COLDBLOODED",32,tim,hackman,"tim hackman"
56,"BAREFOOT MANCHURIAN",33,milla,peck,"milla peck"
112,"CALENDAR GUNFIGHT",33,milla,peck,"milla peck"
135,"CHANCE RESURRECTION",33,milla,peck,"milla peck"
154,"CLASH FREDDY",33,milla,peck,"milla peck"
214,"DAUGHTER MADIGAN",33,milla,peck,"milla peck"
252,"DREAM PICKUP",33,milla,peck,"milla peck"
305,"FATAL HAUNTED",33,milla,peck,"milla peck"
306,"FEATHERS METAL",33,milla,peck,"milla peck"
